"id","label","type","__class__","citation","key","heading","body","subsections","references","glossary_terms","normative_statements","text","modality","term","definition","standard_id_or_title","metadata","sections","glossary"
"Section_8ab666eacd1ff54d","Section","entity","Section","","5.3.8","Additional comments","Whenever a new SRS is contemplated, more than one of the organizational techniques given in 5.3.7.7 may be appropriate. In such cases, organize the specific requirements for multiple hierarchies tailored to the specific needs of the system under specification. For example, see A.8 for an organization combining user class and feature. Any additional requirements may be put in a separate section at the end of the SRS. There are many notations, methods, and automated support tools available to aid in the documentation of requirements. For the most part, their usefulness is a function of organization. For example, when organizing by mode, finite state machines or state charts may prove helpful; when organizing by object, object-oriented analysis may prove helpful; when organizing by feature, stimulus-response sequences may prove helpful; and when organizing by functional hierarchy, data flow diagrams and data dictionaries may prove helpful. In any of the outlines given in A.1 through A.8, those sections called ""Functional Requirement i "" may be described in native language (e.g., English), in pseudocode, in a system definition language, or in four sub-sections titled: Introduction, Inputs, Processing, and Outputs.","[]","[]","[]","[]","","","","","","","",""
"Section_41592aa5896c4614","Section","entity","Section","","5.4","Supporting information","The supporting information makes the SRS easier to use. It includes the following: 1. Table of contents; 2. Index; 3. Appendixes.","[]","[]","[]","[]","","","","","","","",""
"NormativeStatement_2c3310c570f38c91","NormativeStatement","entity","NormativeStatement","","","","","","","","","The table of contents and index are quite important and should follow general compositional practices.","should","","","","","",""
"Section_24390b03d5ec8346","Section","entity","Section","","5.4.1","Table of contents and index","The table of contents and index are quite important and should follow general compositional practices.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_df936efa9ee86ede","NormativeStatement","entity","NormativeStatement","","","","","","","","","When appendixes are included, the SRS should explicitly state whether or not the appendixes are to be considered part of the requirements.","should","","","","","",""
"Section_0421d21858104c4b","Section","entity","Section","","5.4.2","Appendixes","The appendixes are not always considered part of the actual SRS and are not always necessary. They may include 1. Sample input/output formats, descriptions of cost analysis studies, or results of user surveys; 2. Supporting or background information that can help the readers of the SRS; 3. A description of the problems to be solved by the software; 4. Special packaging instructions for the code and the media to meet security, export, initial loading, or other requirements. When appendixes are included, the SRS should explicitly state whether or not the appendixes are to be considered part of the requirements.","[]","[]","[]","","","","","","","","",""
"Section_b7dd2ea070b86f0e","Section","entity","Section","","Annex A","SRS templates","(informative)","[]","[]","[]","[]","","","","","","","",""
"Section_3cb7f6919f075e5e","Section","entity","Section","","A.1","Template of SRS Section 3 organized by mode: Version 1","","[]","[]","[]","[]","","","","","","","",""
"Section_ec72bd2d7f1756d5","Section","entity","Section","","A.2","Template of SRS Section 3 organized by mode: Version 2","","[]","[]","[]","[]","","","","","","","",""
"Section_c5484fd3351c5c2a","Section","entity","Section","","A.3","Template of SRS Section 3 organized by user class","","[]","[]","[]","[]","","","","","","","",""
"Section_4788dcb4b62fb903","Section","entity","Section","","A.4","Template of SRS Section 3 organized by object","","[]","[]","[]","[]","","","","","","","",""
"Section_831393809fdfd152","Section","entity","Section","","A.5","Template of SRS Section 3 organized by feature","","[]","[]","[]","[]","","","","","","","",""
"Section_e57c1d1e695fbab4","Section","entity","Section","","A.6","Template of SRS Section 3 organized by stimulus","","[]","[]","[]","[]","","","","","","","",""
"Section_f98e1bc6d73108d1","Section","entity","Section","","A.7","Template of SRS Section 3 organized by functional hierarchy","","[]","[]","[]","[]","","","","","","","",""
"Section_d979afbd69e3e38e","Section","entity","Section","","A.8","Template of SRS Section 3 showing multiple organizations","","[]","[]","[]","[]","","","","","","","",""
"Section_9bc0c72936e79f32","Section","entity","Section","","Annex B","Guidelines for compliance with IEEE/EIA 12207.1-1997","(informative)","[]","[]","[]","[]","","","","","","","",""
"Reference_3051f9fbc2208d4b","Reference","entity","Reference","ISO/IEC 12207, Information technology-Software life cycle processes","","","","","","","","","","","","","","",""
"Reference_309f1a0664308d7c","Reference","entity","Reference","IEEE/EIA 12207.0-1996","","","","","","","","","","","","","","",""
"Reference_2c7548150a79fe79","Reference","entity","Reference","IEEE/EIA 12207.1-1997, IEEE/EIA Guide for Information Technology-Software life cycle pro-cesses-Life cycle data","","","","","","","","","","","","","","",""
"Reference_0b7fa8de8b390e9f","Reference","entity","Reference","IEEE/EIA 12207.2-1997, IEEE/EIA Guide for Information Technology-Software life cycle pro-cesses-Implementation considerations","","","","","","","","","","","","","","",""
"Reference_a119be596bdd2282","Reference","entity","Reference","IEEE Stds 730, 828, 829, 830, 1012, 1016, 1058, 1062, 1219, 1233, 1362","","","","","","","","","","","","","","",""
"Section_66446eba624556f1","Section","entity","Section","","B.1","Overview","The Software Engineering Standards Committee (SESC) of the IEEE Computer Society has endorsed the policy of adopting international standards. In 1995, the international standard, ISO/IEC 12207, Information technology-Software life cycle processes, was completed. The standard establishes a common framework for software life cycle processes, with well-defined terminology, that can be referenced by the software industry. In 1995 the SESC evaluated ISO/IEC 12207 and decided that the standard should be adopted and serve as the basis for life cycle processes within the IEEE Software Engineering Collection. The IEEE adaptation of ISO/IEC 12207 is IEEE/EIA 12207.0-1996. It contains ISO/IEC 12207 and the following additions: improved compliance approach, life cycle process objectives, life cycle data objectives, and errata. The implementation of ISO/IEC 12207 within the IEEE also includes the following: - IEEE/EIA 12207.1-1997, IEEE/EIA Guide for Information Technology-Software life cycle pro-cesses-Life cycle data; - IEEE/EIA 12207.2-1997, IEEE/EIA Guide for Information Technology-Software life cycle pro-cesses-Implementation considerations; and - Additions to 11 SESC standards (i.e., IEEE Stds 730, 828, 829, 830, 1012, 1016, 1058, 1062, 1219, 1233, 1362) to define the correlation between the data produced by existing SESC standards and the data produced by the application of IEEE/EIA 12207.1-1997. NOTE-Although IEEE/EIA 12207.1-1997 is a guide, it also contains provisions for application as a standard with spe-cific compliance requirements. This annex treats 12207.1-1997 as a standard.","[]","","[]","[]","","","","","","","",""
"Reference_203d1294785b9aa8","Reference","entity","Reference","IEEE Std 830-1998","","","","","","","","","","","","","","",""
"Reference_f803c5e680f3c036","Reference","entity","Reference","IEEE/EIA 12207.1-1997","","","","","","","","","","","","","","",""
"Section_3283de0f1b623630","Section","entity","Section","","B.2","Scope and purpose","Both IEEE Std 830-1998 and IEEE/EIA 12207.1-1997 place requirements on a Software Requirements Description Document. The purpose of this annex is to explain the relationship between the two sets of requirements so that users producing documents intended to comply with both standards may do so.","[]","","[]","[]","","","","","","","",""
"Section_5680b7128f6519b2","Section","entity","Section","","B.3","Correlation","This clause explains the relationship between IEEE Std 830-1998 and IEEE/EIA 12207.0-1996 and IEEE/ EIA 12207.1-1997 in the following areas: terminology, process, and life cycle data.","[]","","[]","[]","","","","","","","",""
"Section_f44c1fcfa99d27f3","Section","entity","Section","","B.3.1","Terminology correlation","Both this recommended practice and IEEE/EIA 12207.0-1996 have similar semantics for the key terms of software, requirements, specification, supplier, developer, and maintainer. This recommended practice uses the term ""customer"" where IEEE/EIA 12207.0-1996 uses ""acquirer,"" and this recommended practice uses ""user"" where IEEE/EIA 12207.0-1996 uses ""operator.""","[]","","[]","[]","","","","","","","",""
"Section_2fa30ab196754fad","Section","entity","Section","","B.3.2","Process correlation","IEEE/EIA 12207.0-1996 uses a process-oriented approach for describing the definition of a set of require-ments for software. This recommended practice uses a product-oriented approach, where the product is a Software Requirements Description (SRD). There are natural process steps, namely the steps to create each portion of the SRD. These may be correlated with the process requirements of IEEE/EIA 12207.0-1996. The difference is that this recommended practice is focused on the development of software requirements whereas IEEE/EIA 12207.0-1996 provides an overall life cycle view and mentions Software Requirements Analysis as part of its Development Process. This recommended practice provides a greater level of detail on what is involved in the preparation of an SRD.","[]","","[]","[]","","","","","","","",""
"NormativeStatement_f5c85f2e853fe199","NormativeStatement","entity","NormativeStatement","","","","","","","","","If the software is a stand-alone system, then this document should be a specification.","should","","","","","",""
"Section_d22bca9d79166bda","Section","entity","Section","","B.3.3","Life cycle data correlation","IEEE/EIA 12207.0-1996 takes the viewpoint that the software requirements are derived from the system requirements. Therefore, it uses the term, ""description"" rather that ""specification"" to describe the software requirements. In a system in which software is a component, each requiring its own specification, there would be a System Requirements Specification (SRS) and one or more SRDs. If the term Software Require-ments Specification had been used, there would be a confusion between an SRS referring to the system or software requirements. In the case where there is a stand-alone software system, IEEE/EIA 12207.1-1997 states ""If the software is a stand-alone system, then this document should be a specification.""","[]","","[]","","","","","","","","",""
"Section_51cc7fa2815863ab","Section","entity","Section","","B.4","Content mapping","This clause provides details bearing on a claim that an SRS complying with this recommended practice would also achieve ""document compliance"" with the SRD described in IEEE/EIA 12207.1-1997. The requirements for document compliance are summarized in a single row of Table 1 of IEEE/EIA 12207.1-1997. That row is reproduced in Table B.1 of this recommended practice. The requirements for document compliance are discussed in the following subclauses: - B.3.1 discusses compliance with the information requirements noted in column 2 of Table B.1 as prescribed by 5.1.1.4, 5.3.4.1, and 5.3.4.2 of IEEE/EIA 12207.0-1996. - B.3.2 discusses compliance with the generic content guideline (the ""kind"" of document) noted in column 3 of Table B.1 as a ""description"". The generic content guidelines for a ""description"" appear in 5.1 of IEEE/EIA 12207.1-1997. - B.3.3 discusses compliance with the specific requirements for a Software Requirements Description noted in column 4 of Table B.1 as prescribed by 6.22 of IEEE/EIA 12207.1-1997. - B.3.4 discusses compliance with the life cycle data objectives of Annex H of IEEE/EIA 12207.0-1996 as described in 4.2 of IEEE/EIA 12207.1-1997.","[]","","[]","[]","","","","","","","",""
"Section_3cf9d36a8ae66426","Section","entity","Section","","B.4.1","Compliance with information requirements of IEEE/EIA 12207.0-1996","The information requirements for an SRD are those prescribed by 5.1.1.4, 5.3.4.1, and 5.3.4.2 of IEEE/EIA 12207.0-1996. The requirements are substantively identical to those considered in B.3.3 of this recom-mended practice.","[]","","[]","[]","","","","","","","",""
"NormativeStatement_8764638da6a714ab","NormativeStatement","entity","NormativeStatement","","","","","","","","","A complying description shall achieve the purpose stated in 5.1.1 and include the information listed in 5.1.2 of IEEE/EIA 12207.1-1997.","shall","","","","","",""
"NormativeStatement_b241bb75322f9c44","NormativeStatement","entity","NormativeStatement","","","","","","","","","Any description or specification complying with IEEE/EIA 12207.1-1997 shall satisfy the generic content requirements provided in 5.1.2 of that standard.","shall","","","","","",""
"Section_a08b6af1d71fc6eb","Section","entity","Section","","B.4.2","Compliance with generic content guidelines of IEEE/EIA 12207.1-1997","According to IEEE/EIA 12207.1-1997, the generic content guideline for an SRD is generally a description, as prescribed by 5.1 of IEEE/EIA 12207.1-1997. A complying description shall achieve the purpose stated in 5.1.1 and include the information listed in 5.1.2 of IEEE/EIA 12207.1-1997. The purpose of a description is: IEEE/EIA 12207.1-1997, subclause 5.1.1: Purpose: Describe a planned or actual function, design, performance, or process. An SRD complying with this recommended practice would achieve the stated purpose. Any description or specification complying with IEEE/EIA 12207.1-1997 shall satisfy the generic content requirements provided in 5.1.2 of that standard. Table B.2 of this recommended practice lists the generic content items and, where appropriate, references the clause of this recommended practice that requires the same information.","[]","","[]","","","","","","","","",""
"NormativeStatement_409c7eb510ebdee4","NormativeStatement","entity","NormativeStatement","","","","","","","","","A compliant SRD shall achieve the purpose stated in 6.22.1 of IEEE/EIA 12207.1-1997.","shall","","","","","",""
"NormativeStatement_87f904554e93b8ef","NormativeStatement","entity","NormativeStatement","","","","","","","","","An SRD compliant with IEEE/EIA 12207.1-1997 shall satisfy the specific content requirements provided in 6.22.3 and 6.22.4 of that standard.","shall","","","","","",""
"NormativeStatement_1a8141138352bb90","NormativeStatement","entity","NormativeStatement","","","","","","","","","An SRD specified according the requirements stated or referenced in Table B.3 of this recommended prac-tice shall be evaluated considering the criteria provided in 5.3.4.2 of IEEE/EIA 12207.0-1996.","shall","","","","","",""
"Section_0a114963493b05e9","Section","entity","Section","","B.4.3","Compliance with speciic content requirements of IEEE/EIA 12207.1-1997","The specific content requirements for an SRD in IEEE/EIA 12207.1-1997 are prescribed by 6.22 of IEEE/ EIA 12207.1-1997. A compliant SRD shall achieve the purpose stated in 6.22.1 of IEEE/EIA 12207.1-1997. The purpose of the SRD is: IEEE/EIA 12207.1-1997, subclause 6.22.1: Purpose: Specify the requirements for a soft-ware item and the methods to be used to ensure that each requirement has been met. Used as the basis for design and qualification testing of a software item. An SRS complying with this recommended practice and meeting the additional requirements of Table B.3 of this recommended practice would achieve the stated purpose. An SRD compliant with IEEE/EIA 12207.1-1997 shall satisfy the specific content requirements provided in 6.22.3 and 6.22.4 of that standard. Table B.3 of this recommended practice lists the specific content items and, where appropriate, references the clause of this recommended practice that requires the same informa-tion. An SRD specified according the requirements stated or referenced in Table B.3 of this recommended prac-tice shall be evaluated considering the criteria provided in 5.3.4.2 of IEEE/EIA 12207.0-1996.","[]","","[]","","","","","","","","",""
"NormativeStatement_0c2317fc346dd0c9","NormativeStatement","entity","NormativeStatement","","","","","","","","","life cycle data shall be managed in accordance with the objectives provided in Annex H of IEEE/EIA 12207.0-1996.","shall","","","","","",""
"Section_9eca1209b3193307","Section","entity","Section","","B.4.4","Compliance with life cycle data objectives","In addition to the content requirements, life cycle data shall be managed in accordance with the objectives provided in Annex H of IEEE/EIA 12207.0-1996.","[]","","[]","","","","","","","","",""
"NormativeStatement_1e4c00d0cc455b72","NormativeStatement","entity","NormativeStatement","","","","","","","","","to comply with IEEE/EIA 12207.1-1997, an SRS shall support the life cycle data objectives of Annex H of IEEE/EIA 12207.0-1996.","shall","","","","","",""
"Section_8e7c3e0002bff95c","Section","entity","Section","","B.5","Conclusion","The analysis suggests that any SRS complying with this recommended practice and the additions shown in Table B.2 and Table B.3 also complies with the requirements of an SRD in IEEE/EIA 12207.1-1997. In addition, to comply with IEEE/EIA 12207.1-1997, an SRS shall support the life cycle data objectives of Annex H of IEEE/EIA 12207.0-1996.","[]","","[]","","","","","","","","",""
"Section_124336b907cee972","Section","entity","Section","","Overview","Overview","This recommended practice describes recommended approaches for the specification of software require-ments. It is divided into five clauses. Clause 1 explains the scope of this recommended practice. Clause 2 lists the references made to other standards. Clause 3 provides definitions of specific terms used. Clause 4 provides background information for writing a good SRS. Clause 5 discusses each of the essential parts of an SRS. This recommended practice also has two annexes, one which provides alternate format templates, and one which provides guidelines for compliance with IEEE/EIA 12207.1-1997.","[]","","[]","[]","","","","","","","",""
"Section_1a0689ecf150e1ed","Section","entity","Section","","Scope","Scope","This is a recommended practice for writing software requirements specifications. It describes the content and qualities of a good software requirements specification (SRS) and presents several sample SRS outlines. This recommended practice is aimed at specifying requirements of software to be developed but also can be applied to assist in the selection of in-house and commercial software products. However, application to already-developed software could be counterproductive. When software is embedded in some larger system, such as medical equipment, then issues beyond those identified in this recommended practice may have to be addressed. This recommended practice describes the process of creating a product and the content of the product. The product is an SRS. This recommended practice can be used to create such an SRS directly or can be used as a model for a more specific standard. This recommended practice does not identify any specific method, nomenclature, or tool for preparing an SRS.","[]","[]","[]","[]","","","","","","","",""
"Section_eb7196b6152aa1df","Section","entity","Section","","References","References","This recommended practice shall be used in conjunction with the following publications.","[]","[]","[]","","","","","","","","",""
"Section_ff5c764fbbb57d00","Section","entity","Section","","Definitions","Definitions","In general the definitions of terms used in this recommended practice conform to the definitions provided in IEEE Std 610.12-1990. The definitions below are key terms as they are used in this recommended practice.","[]","","[]","[]","","","","","","","",""
"Section_937567bc0cedad9e","Section","entity","Section","","Considerations for producing a good SRS","Considerations for producing a good SRS","This clause provides background information that should be considered when writing an SRS. This includes the following:","[]","[]","[]","","","","","","","","",""
"NormativeStatement_47e34e29a59e7faf","NormativeStatement","entity","NormativeStatement","","","","","","","","","The basic issues that the SRS writer(s) shall address are the following:","shall","","","","","",""
"NormativeStatement_ad5c1e2bedd7bbb3","NormativeStatement","entity","NormativeStatement","","","","","","","","","For recommended contents of an SRS see Clause 5.","recommended","","","","","",""
"Section_d5d093a0566c2f0c","Section","entity","Section","","Nature of the SRS","Nature of the SRS","The SRS is a specification for a particular software product, program, or set of programs that performs certain functions in a specific environment. The SRS may be written by one or more representatives of the supplier, one or more representatives of the customer, or by both. Subclause 4.4 recommends both. The basic issues that the SRS writer(s) shall address are the following: 1. Functionality. What is the software supposed to do? 2. External interjaces. How does the software interact with people, the system's hardware, other hard-ware, and other software? 3. Perjormance. What is the speed, availability, response time, recovery time of various software func-tions, etc.? 4. Attributes. What are the portability, correctness, maintainability, security, etc. considerations? 5. Design constraints imposed on an implementation. Are there any required standards in effect, imple-mentation language, policies for database integrity, resource limits, operating environment(s) etc.? The SRS writer(s) should avoid placing either design or project requirements in the SRS. For recommended contents of an SRS see Clause 5.","[]","[]","[]","","","","","","","","",""
"Section_25202bf6cdf6c2c1","Section","entity","Section","","Environment of the SRS","Environment of the SRS","It is important to consider the part that the SRS plays in the total project plan, which is defined in IEEE Std 610.12-1990. The software may contain essentially all the functionality of the project or it may be part of a larger system. In the latter case typically there will be an SRS that will state the interfaces between the system and its software portion, and will place external performance and functionality requirements upon the software portion. Of course the SRS should then agree with and expand upon these system requirements. IEEE Std 1074-1997 describes the steps in the software life cycle and the applicable inputs for each step. Other standards, such as those listed in Clause 2, relate to other parts of the software life cycle and so may complement software requirements. Since the SRS has a specific role to play in the software development process, the SRS writer(s) should be careful not to go beyond the bounds of that role. This means the SRS 1. Should correctly define all of the software requirements. A software requirement may exist because of the nature of the task to be solved or because of a special characteristic of the project. 2. Should not describe any design or implementation details. These should be described in the design stage of the project. 3. Should not impose additional constraints on the software. These are properly specified in other documents such as a software quality assurance plan. Therefore, a properly written SRS limits the range of valid designs, but does not specify any particular design.","[]","","[]","","","","","","","","",""
"NormativeStatement_531610011f0f77af","NormativeStatement","entity","NormativeStatement","","","","","","","","","An SRS should be Correct; Unambiguous; Complete; Consistent; Ranked for importance and/or stability; Verifiable; Modifiable; Traceable.","should","","","","","",""
"Section_4d40047d7629a68f","Section","entity","Section","","Characteristics of a good SRS","Characteristics of a good SRS","An SRS should be 1. Correct; 2. Unambiguous; 3. Complete; 4. Consistent; 5. Ranked for importance and/or stability; 6. Verifiable; 7. Modifiable; 8. Traceable.","[]","[]","[]","","","","","","","","",""
"Section_707347ea46a99851","Section","entity","Section","","Correct","Correct","An SRS is correct if, and only if, every requirement stated therein is one that the software shall meet. There is no tool or procedure that ensures correctness. The SRS should be compared with any applicable superior specification, such as a system requirements specification, with other project documentation, and with other applicable standards, to ensure that it agrees. Alternatively the customer or user can determine if the SRS correctly reflects the actual needs. Traceability makes this procedure easier and less prone to error (see 4.3.8).","[]","[]","[]","","","","","","","","",""
"NormativeStatement_8f01263c08899ee6","NormativeStatement","entity","NormativeStatement","","","","","","","","","Subclauses 4.3.2.1 through 4.3.2.3 recommend how to avoid ambiguity.","recommended","","","","","",""
"Section_c34f742759946c28","Section","entity","Section","","Unambiguous","Unambiguous","An SRS is unambiguous if, and only if, every requirement stated therein has only one interpretation. As a minimum, this requires that each characteristic of the final product be described using a single unique term. In cases where a term used in a particular context could have multiple meanings, the term should be included in a glossary where its meaning is made more specific. An SRS is an important part of the requirements process of the software life cycle and is used in design, implementation, project monitoring, verification and validation, and in training as described in IEEE Std 1074-1997. The SRS should be unambiguous both to those who create it and to those who use it. However, these groups often do not have the same background and therefore do not tend to describe software require-ments the same way. Representations that improve the requirements specification for the developer may be counterproductive in that they diminish understanding to the user and vice versa. Subclauses 4.3.2.1 through 4.3.2.3 recommend how to avoid ambiguity.","[]","","[]","","","","","","","","",""
"Section_ed3dedd6c4b8ee93","Section","entity","Section","","Natural language pitfalls","Natural language pitfalls","Requirements are often written in natural language (e.g., English). Natural language is inherently ambigu-ous. A natural language SRS should be reviewed by an independent party to identify ambiguous use of language so that it can be corrected.","[]","[]","[]","","","","","","","","",""
"Section_cfd6496f81858f85","Section","entity","Section","","Requirements speciication languages","Requirements speciication languages","One way to avoid the ambiguity inherent in natural language is to write the SRS in a particular requirements specification language. Its language processors automatically detect many lexical, syntactic, and semantic errors. One disadvantage in the use of such languages is the length of time required to learn them. Also, many non-technical users find them unintelligible. Moreover, these languages tend to be better at expressing certain types of requirements and addressing certain types of systems. Thus, they may influence the requirements in subtle ways.","[]","[]","[]","[]","","","","","","","",""
"Section_6ccd5d4dbd3a3129","Section","entity","Section","","Representation tools","Representation tools","In general, requirements methods and languages and the tools that support them fall into three general cate-gories-object, process, and behavioral. Object-oriented approaches organize the requirements in terms of real-world objects, their attributes, and the services performed by those objects. Process-based approaches organize the requirements into hierarchies of functions that communicate via data flows. Behavioral approaches describe external behavior of the system in terms of some abstract notion (such as predicate calculus), mathematical functions, or state machines. The degree to which such tools and methods may be useful in preparing an SRS depends upon the size and complexity of the program. No attempt is made here to describe or endorse any particular tool. When using any of these approaches it is best to retain the natural language descriptions. That way, custom-ers unfamiliar with the notations can still understand the SRS.","[]","[]","[]","[]","","","","","","","",""
"NormativeStatement_aeca567cf9c71a38","NormativeStatement","entity","NormativeStatement","","","","","","","","","any external requirements imposed by a system speci-fication should be acknowledged and treated.","should","","","","","",""
"Section_9645e3c722d954ed","Section","entity","Section","","Complete","Complete","An SRS is complete if, and only if, it includes the following elements: 1. All significant requirements, whether relating to functionality, performance, design constraints, attributes, or external interfaces. In particular any external requirements imposed by a system speci-fication should be acknowledged and treated. 2. Definition of the responses of the software to all realizable classes of input data in all realizable classes of situations. Note that it is important to specify the responses to both valid and invalid input values. 3. Full labels and references to all figures, tables, and diagrams in the SRS and definition of all terms and units of measure.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_82e1f9f87b85641e","NormativeStatement","entity","NormativeStatement","","","","","","","","","The TBD is, however, occa-sionally necessary and should be accompanied by A description of the conditions causing the TBD (e.g., why an answer is not known) so that the situ-ation can be resolved; A description of what must be done to eliminate the TBD, who is responsible for its elimination, and by when it must be eliminated.","should","","","","","",""
"Section_847ccc0ca444ccac","Section","entity","Section","","Use of TBDs","Use of TBDs","Any SRS that uses the phrase ""to be determined"" (TBD) is not a complete SRS. The TBD is, however, occa-sionally necessary and should be accompanied by 1. A description of the conditions causing the TBD (e.g., why an answer is not known) so that the situ-ation can be resolved; 2. A description of what must be done to eliminate the TBD, who is responsible for its elimination, and by when it must be eliminated.","[]","[]","[]","","","","","","","","",""
"Section_cccf651eef23ea48","Section","entity","Section","","Consistent","Consistent","Consistency refers to internal consistency. If an SRS does not agree with some higher-level document, such as a system requirements specification, then it is not correct (see 4.3.1).","[]","[]","[]","[]","","","","","","","",""
"Section_0aa31e7f536ab7d9","Section","entity","Section","","Internal consistency","Internal consistency","An SRS is internally consistent if, and only if, no subset of individual requirements described in it conflict. The three types of likely conflicts in an SRS are as follows: 1. The specified characteristics of real-world objects may conflict. For example, 1. The format of an output report may be described in one requirement as tabular but in another as textual. 2. One requirement may state that all lights shall be green while another may state that all lights shall be blue. 2. There may be logical or temporal conflict between two specified actions. For example, 1. One requirement may specify that the program will add two inputs and another may specify that the program will multiply them. 2. One requirement may state that ""A"" must always follow ""B,"" while another may require that ""A and B"" occur simultaneously. 3. Two or more requirements may describe the same real-world object but use different terms for that object. For example, a program's request for a user input may be called a ""prompt"" in one require-ment and a ""cue"" in another. The use of standard terminology and definitions promotes consistency.","[]","[]","[]","","","","","","","","",""
"Section_a7bb16ce5c95a750","Section","entity","Section","","Ranked for importance and/or stability","Ranked for importance and/or stability","An SRS is ranked for importance and/or stability if each requirement in it has an identifier to indicate either the importance or stability of that particular requirement. Typically, all of the requirements that relate to a software product are not equally important. Some require-ments may be essential, especially for life-critical applications, while others may be desirable. Each requirement in the SRS should be identified to make these differences clear and explicit. Identifying the requirements in the following manner helps: 1. Have customers give more careful consideration to each requirement, which often clarifies any hidden assumptions they may have. 2. Have developers make correct design decisions and devote appropriate levels of effort to the differ-ent parts of the software product.","[]","[]","[]","","","","","","","","",""
"Section_6af6586a4413cb0f","Section","entity","Section","","Degree of stability","Degree of stability","One method of identifying requirements uses the dimension of stability. Stability can be expressed in terms of the number of expected changes to any requirement based on experience or knowledge of forthcoming events that affect the organization, functions, and people supported by the software system.","[]","[]","[]","[]","","","","","","","",""
"Section_e70fcfde5e16342d","Section","entity","Section","","Degree of necessity","Degree of necessity","Another way to rank requirements is to distinguish classes of requirements as essential, conditional, and optional. 1. Essential. Implies that the software will not be acceptable unless these requirements are provided in an agreed manner. 2. Conditional. Implies that these are requirements that would enhance the software product, but would not make it unacceptable if they are absent. 3. Optional. Implies a class of functions that may or may not be worthwhile. This gives the supplier the opportunity to propose something that exceeds the SRS.","[]","[]","[]","[]","","","","","","","",""
"Section_521900963d93e660","Section","entity","Section","","Veriiable","Veriiable","An SRS is verifiable if, and only if, every requirement stated therein is verifiable. A requirement is verifiable if, and only if, there exists some finite cost-effective process with which a person or machine can check that the software product meets the requirement. In general any ambiguous requirement is not verifiable. Nonverifiable requirements include statements such as ""works well,"" ""good human interface,"" and ""shall usually happen."" These requirements cannot be verified because it is impossible to define the terms ""good,"" ""well,"" or ""usually."" The statement that ""the program shall never enter an infinite loop"" is nonverifiable because the testing of this quality is theoretically impossible. An example of a verifiable statement is Output oj the program shall be produced within 20 s oj event ξ 60% oj the time; and shall be produced within 30 s oj event ξ J00% oj the time. This statement can be verified because it uses concrete terms and measurable quantities. If a method cannot be devised to determine whether the software meets a particular requirement, then that requirement should be removed or revised.","[]","[]","[]","","","","","","","","",""
"Section_6f5e31cf3970e3c1","Section","entity","Section","","Modiiable","Modiiable","An SRS is modifiable if, and only if, its structure and style are such that any changes to the requirements can be made easily, completely, and consistently while retaining the structure and style. Modifiability generally requires an SRS to 1. Have a coherent and easy-to-use organization with a table of contents, an index, and explicit cross-referencing; 2. Not be redundant (i.e., the same requirement should not appear in more than one place in the SRS); 3. Express each requirement separately, rather than intermixed with other requirements. Redundancy itself is not an error, but it can easily lead to errors. Redundancy can occasionally help to make an SRS more readable, but a problem can arise when the redundant document is updated. For instance, a requirement may be altered in only one of the places where it appears. The SRS then becomes inconsistent. Whenever redundancy is necessary, the SRS should include explicit cross-references to make it modifiable.","[]","[]","[]","","","","","","","","",""
"NormativeStatement_1f88cc70ecd20f0e","NormativeStatement","entity","NormativeStatement","","","","","","","","","The following two types of trace-ability are recommended: Backward traceability (i.e., to previous stages oj development). This depends upon each requirement explicitly referencing its source in earlier documents. Forward traceability (i.e., to all documents spawned by the SRS). This depends upon each require-ment in the SRS having a unique name or reference number.","recommended","","","","","",""
"Section_d139de4c205aad6f","Section","entity","Section","","Traceable","Traceable","An SRS is traceable if the origin of each of its requirements is clear and if it facilitates the referencing of each requirement in future development or enhancement documentation. The following two types of trace-ability are recommended: 1. Backward traceability (i.e., to previous stages oj development). This depends upon each requirement explicitly referencing its source in earlier documents. 2. Forward traceability (i.e., to all documents spawned by the SRS). This depends upon each require-ment in the SRS having a unique name or reference number. The forward traceability of the SRS is especially important when the software product enters the operation and maintenance phase. As code and design documents are modified, it is essential to be able to ascertain the complete set of requirements that may be affected by those modifications.","[]","[]","[]","","","","","","","","",""
"Section_43e87c4be247fe35","Section","entity","Section","","Joint preparation of the SRS","Joint preparation of the SRS","The software development process should begin with supplier and customer agreement on what the completed software must do. This agreement, in the form of an SRS, should be jointly prepared. This is important because usually neither the customer nor the supplier is qualified to write a good SRS alone. 1. Customers usually do not understand the software design and development process well enough to write a usable SRS. 2. Suppliers usually do not understand the customer's problem and field of endeavor well enough to specify requirements for a satisfactory system. Therefore, the customer and the supplier should work together to produce a well-written and completely understood SRS. A special situation exists when a system and its software are both being defined concurrently. Then the func-tionality, interfaces, performance, and other attributes and constraints of the software are not predefined, but rather are jointly defined and subject to negotiation and change. This makes it more difficult, but no less important, to meet the characteristics stated in 4.3. In particular, an SRS that does not comply with the requirements of its parent system specification is incorrect. This recommended practice does not specifically discuss style, language usage, or techniques of good writ-ing. It is quite important, however, that an SRS be well written. General technical writing books can be used for guidance.","[]","[]","[]","","","","","","","","",""
