Requirement ID,Requirement Name,Requirement Description
REQ117,F119_User Registration Form,"The system shall provide a registration form for users to create an account. The registration form (accessible via header 'Register' link or /register URL) collects customer information through configurable fields. The form is managed through Customer settings → Customer form fields and includes: Gender (Male/Female radio buttons), First name, Last name, Date of birth (day/month/year dropdowns), Email address, Company name, Newsletter subscription checkbox, Password, and Confirm password fields. Additional custom customer attributes can be added. The form includes a 'Register' submit button and optionally requires CAPTCHA verification and privacy policy acceptance. All field labels, placeholders, and validation messages are localizable for multi-language stores."
REQ118,F120_Gender Selection,"The system shall allow users to select their gender (Male/Female). The registration form includes Gender selection when 'Gender enabled' is checked in Customer settings → Customer form fields. Gender is presented as radio buttons (Male/Female). This field is optional by default but can be made required through configuration. The gender information is stored in the customer profile and can be used for personalized marketing, email campaigns, and customer segmentation. Gender is also visible on the customer edit page in the admin area."
REQ119,F121_Personal Details Input,"The system shall provide input fields for first name, last name, date of birth, and email address. The registration form includes: (1) First name — text input, configurable as enabled/required in Customer form fields. (2) Last name — text input, configurable as enabled/required. (3) Date of birth — day/month/year dropdowns, configurable as enabled/required with minimum age validation (e.g., must be at least 18 years old). (4) Email address — text input, always required, validated for proper email format. The 'Force entering email twice' setting can require email confirmation. These fields form the core of the customer profile and are used throughout the system for order processing, communications, and personalization."
REQ120,F122_Mandatory Fields Validation,"The system shall enforce mandatory fields (marked with an asterisk) to ensure essential details are provided during registration. All required fields on the registration form are marked with a red asterisk (*) indicator. Each field in Customer settings → Customer form fields has an individual 'Required' toggle. Required fields cannot be left empty — form submission is blocked with inline validation error messages. Both client-side (JavaScript) and server-side validation are performed. Default required fields typically include First name, Last name, Email, Password, and Confirm password. The store administrator can customize which additional fields are mandatory based on business requirements."
REQ121,F123_Company Details Input,"The system shall provide an optional input field for users to enter their company name during registration. The Company name field is displayed on the registration form when 'Company enabled' is checked in Customer settings → Customer form fields. It can be configured as required or optional. The company name is stored in the customer profile and can be displayed on invoices, shipping labels, and used for B2B customer segmentation. The field also appears on the address form during checkout and in the customer's account management page."
REQ122,F124_Newsletter Subscription,The system shall provide an option for users to subscribe to newsletters during registration. The Newsletter subscription checkbox is displayed on the registration form when 'Newsletter enabled' is checked in Customer settings → Customer form fields. The 'Newsletter ticked by default' setting controls whether the checkbox is pre-selected. Subscribers are managed in Promotions → Newsletter subscribers and can be used for email campaigns (Promotions → Campaigns). Customers can also subscribe/unsubscribe via a newsletter box in the footer (unless 'Hide newsletter box' is enabled). The 'Allow to unsubscribe' option can be enabled for GDPR compliance. Newsletter subscriptions are store-specific in multi-store configurations.
REQ123,F125_Password Creation,"The system shall allow users to create a password with input fields for password and confirm password. The registration form includes two password fields: 'Password' and 'Confirm password'. Both fields are masked (show dots/asterisks instead of characters). The passwords must match — a validation error is displayed if they don't. Password complexity requirements are enforced based on Customer settings → Password and security: minimum length, at least one lowercase letter, at least one uppercase letter, at least one digit, at least one special character. The system also supports unduplicated password history (preventing reuse of recent passwords) and password lifetime/expiration policies."
REQ124,F126_Password Strength Validation,"The system shall validate password strength to ensure secure account creation. Password strength validation is configured in Customer settings → Password and security panel. Configurable rules include: (1) Password minimum length (e.g., 6 characters minimum). (2) Password must have at least one lowercase character. (3) Password must have at least one uppercase character. (4) Password must have at least one non-alphanumeric character (special character). (5) Password must have at least one digit. (6) Unduplicated passwords number — prevents reuse of the last N passwords. Validation occurs both client-side (immediate feedback) and server-side (security enforcement). Error messages clearly indicate which specific requirements are not met."
REQ125,F127_Registration Button,"The system shall provide a 'Register' button to submit the registration form. The registration form includes a prominent 'Register' button at the bottom. Clicking the button triggers form validation (client-side and server-side) and, if all validations pass, creates the customer account. Based on the configured registration method: (1) Standard — account is created immediately, and the customer is logged in. (2) Email validation — a confirmation email is sent, and the customer must click the activation link. (3) Admin approval — the account is created in a pending state, and the admin is notified for approval. After successful registration, the customer is assigned the 'Registered' customer role and redirected to the home page or their account."
REQ126,F128_Wishlist Display,"The system shall provide a wishlist page displaying saved products. The wishlist page (accessible via header wishlist link or My Account → Wishlist) displays all products the customer has added to their wishlist in a tabular format. The table includes columns: Remove checkbox, product image (if 'Show product images on wishlist' is enabled), product name (clickable link to product page with selected attribute details), unit price, quantity (editable Qty field), and line total. The wishlist is persistent for registered users across sessions. The page includes action buttons: 'Update wishlist' (save quantity changes), 'Add to cart' (move/copy selected items to cart), 'Email a friend' (send wishlist via email), and a shareable wishlist URL. Maximum wishlist items are configurable per store."
REQ127,F129_Add to Cart from Wishlist,"The system shall allow users to select items from their wishlist and add them to the shopping cart. The wishlist page includes checkboxes beside each item and an 'Add to cart' button. Customers select one or more items and click 'Add to cart' to transfer them to the shopping cart. The behavior is configurable: 'Move items from wishlist to cart' removes items from the wishlist when added to the cart, while the alternative copies items (keeping them in the wishlist). The system validates stock availability and product attribute requirements when adding to cart. If a product requires attribute selection, the customer may be redirected to the product details page first."
REQ128,F130_Product Details in Wishlist,"The system shall display product details in the wishlist including SKU, image, name, price, quantity, and total. The wishlist table displays: product image (configurable visibility), product name as a clickable link (including any selected product attribute values like size/color), SKU, unit price (reflecting any attribute price adjustments), editable quantity field, and calculated line total (unit price × quantity). The display format mirrors the shopping cart layout for consistency. Product prices in the wishlist reflect current pricing (not the price at the time of adding)."
REQ129,F131_Update Wishlist,The system shall allow users to update their wishlist to modify item quantities. The wishlist page includes an editable Qty (quantity) field for each item. Customers can change the quantity value and click the 'Update wishlist' button to save changes and recalculate line totals. The system validates that the entered quantity is a valid positive number. This allows customers to plan their purchases by specifying desired quantities before transferring items to the shopping cart.
REQ130,F132_Remove Item from Wishlist,"The system shall provide a remove button to allow users to delete items from their wishlist. Each item in the wishlist has a 'Remove' checkbox in the first column. Customers select the checkbox(es) for items they want to remove and click the 'Update wishlist' button to remove the selected items. After removal, the wishlist refreshes to show the updated list. If all items are removed, the wishlist displays an empty state message. Administrators can also delete wishlist items from the customer management area in Sales → Shopping carts and wishlists."
REQ131,F133_Share Wishlist,"The system shall generate a unique URL for users to share their wishlist with others. The wishlist page displays a 'Your wishlist URL for sharing' field containing a unique, public URL that can be copied and shared with friends, family, or social media. When someone visits this URL, they can view the customer's wishlist contents (product names, images, prices) without needing to be logged into the customer's account. This feature enables social sharing of desired products and can drive additional traffic to the store."
REQ132,F134_Email Wishlist,"The system shall allow users to email their wishlist to a friend. The wishlist page includes an 'Email a friend' button (visible when 'Allow customers to email their wishlists' is enabled in Shopping cart settings → Wishlist panel). Clicking the button opens a form where the customer enters the friend's email address, their own email (auto-populated if logged in), and a personal message. The system sends an email containing the wishlist contents using the appropriate message template. An option to 'Allow guests to email their wishlist' can be configured separately. This feature supports viral marketing and gift giving."
REQ133,F135_Contact Form,"The system shall provide a contact form for users to submit inquiries. The Contact Us page (accessible via footer link or /contactus URL) provides a form for customer inquiries. The form collects: Full Name (text input), Email address (text input with format validation), and Enquiry message (multi-line text area). All fields can be configured as required. CAPTCHA protection can be enabled to prevent spam submissions. Upon submission, the system sends an email notification to the store's designated contact email address using the 'ContactUs.EmailAMessage' message template. Vendors can also have individual contact forms if 'Allow customers to contact vendors' is enabled."
REQ134,F136_Name Input,"The system shall provide an input field for users to enter their name on the contact form. The Contact Us form includes a 'Full Name' text input field. For logged-in users, this field may be auto-populated with the customer's registered name. For guest visitors, the field is empty and must be filled manually. The field is typically required (marked with asterisk) to identify the person making the inquiry."
REQ135,F137_Email Input,"The system shall provide an input field for users to enter their email address on the contact form. The Contact Us form includes an 'Email' text input field. For logged-in users, this field may be auto-populated with the customer's registered email. The field validates email format (user@domain.com pattern) and is required. The entered email is used as the reply-to address when the store support team responds to the inquiry."
REQ136,F138_Enquiry Input,"The system shall provide a text area for users to enter their inquiry message on the contact form. The Contact Us form includes an 'Enquiry' multi-line text area field where customers can type their questions, feedback, complaints, or any other communication. The field supports free-form text entry with a generous character limit. The field is typically required to ensure the inquiry contains a meaningful message. The submitted message is included in the email notification sent to the store's support team."
REQ137,F139_Mandatory Fields Validation,"The system shall enforce mandatory fields (marked with an asterisk) to ensure essential details are provided before contact form submission. All required fields on the Contact Us form (typically Full Name, Email, and Enquiry) are marked with a red asterisk (*). Form submission is blocked if any required field is empty or contains invalid data. Both client-side (JavaScript validation providing immediate feedback) and server-side validation (security enforcement) are performed. Inline error messages appear next to fields that fail validation."
REQ138,F140_Submit Button,"The system shall provide a 'Submit' button to allow users to send their inquiries via the contact form. The Contact Us form includes a 'Submit' button at the bottom. Clicking the button triggers form validation; if all validations pass, the inquiry is processed. After successful submission, a confirmation message is displayed to the customer (e.g., 'Your enquiry has been successfully sent to the store owner.'). The inquiry is dispatched as an email to the configured store contact email address."
REQ139,F141_Email Notification,"The system shall send an email notification to the support team when an inquiry is submitted via the contact form. When a customer submits the Contact Us form, nopCommerce automatically sends an email notification to the store's designated email address using the 'ContactUs.EmailAMessage' message template. The email contains the customer's name, email address, and inquiry message. The email is queued in the Message Queue (System → Message queue) and sent by the scheduled task. The email account used for sending is configurable in the message template settings. Store administrators can customize the email template's subject and body in Content management → Message templates."
REQ140,F142_News Page Display,"The system shall provide a news page displaying recent updates and announcements. The News page (accessible via footer link, top menu, or /news URL) displays recent news items managed in Content management → News items. News is enabled/disabled via Configuration → Settings → News settings → 'News enabled'. The news page displays items in reverse chronological order with configurable archive page size (number of items per page). News items can be shown on the home page (configurable count in 'Number of items to display on the home page'). News items support start/end date scheduling, multi-language content, store-specific visibility, and SEO-friendly URLs with meta titles/keywords/descriptions."
REQ141,F143_News Title and Date,The system shall display the title and publication date of each news article. Each news item on the News page and home page displays its Title (as a heading/link) and the publication date/time. The title is entered in the news item's 'Title' field during creation. The date reflects when the news item was published (or the scheduled start date if configured). Clicking the title navigates to the full news article page.
REQ142,F144_News Description,The system shall display a summary of each news article below its title. Each news item on the listing page shows a Short Description below the title. The short description is entered in the 'Short description' field of the news item and serves as an abstract or preview of the full article content. This allows customers to scan multiple news items quickly and decide which to read in full.
REQ143,F145_Details Button,"The system shall provide a 'Details' button for each news article, allowing users to view the full content. Each news item on the listing page includes a 'Details' or 'Read more' link/button that navigates to the full news article page. The full page displays the complete 'Full description' content (rich text with HTML support), the title, publication date, and optionally a comments section. The detail page uses an SEO-friendly URL (configurable via the 'Search engine friendly page name' field). Preview functionality is available in the admin area."
REQ144,F146_RSS Feed Subscription,"The system shall provide an RSS feed link to allow users to subscribe to news updates. When 'Display news RSS feed link in the browser address bar' is enabled in News settings, an RSS feed icon/link is displayed in the browser address bar and/or on the News page. The RSS feed provides a machine-readable format of news items that users can subscribe to using RSS reader applications. The feed automatically updates when new news items are published, allowing subscribers to receive notifications without visiting the store website."
REQ145,F147_News Sorting,"The system shall display news articles in reverse chronological order (newest first). News items on the News page and home page are automatically sorted in reverse chronological order, with the most recently published items appearing first. The ordering is based on the news item's creation date or scheduled start date. The 'News archive page size' setting controls how many items are displayed per page, with pagination controls for navigating through older articles."
REQ146,F148_Blog Page Display,"The system shall provide a blog page displaying recent blog posts. The Blog page (accessible via footer link, top menu, or /blog URL) displays recent blog posts managed in Content management → Blog. The blog is enabled/disabled via Configuration → Settings → Blog settings → 'Blog enabled'. The blog page displays posts with configurable page size ('Posts page size'). Blog features include: multi-language support, tags with a tag cloud sidebar, comments (with approval workflow), start/end date scheduling, body overview (excerpt), SEO-friendly URLs, RSS feed, and store-specific visibility. Blog posts support rich text content with HTML editor."
REQ147,F149_Blog Title and Date,The system shall display the title and publication date of each blog post. Each blog post on the Blog page displays its Title (as a heading/link) and the publication date. The title is entered in the 'Title' field of the blog post. The date reflects the post's creation date. Clicking the title navigates to the full blog post page. Blog posts can be scheduled with start and end dates for time-based publishing.
REQ148,F150_Blog Content Preview,"The system shall display a short preview of each blog post below its title. Each blog post on the listing page shows a Body Overview below the title. The body overview is entered in the 'Body overview' field of the blog post and serves as a teaser/excerpt of the full content. This allows visitors to scan multiple posts and decide which to read in full. If no body overview is specified, the system may display a truncated version of the full body text."
REQ149,F151_Details Button,"The system shall provide a 'Details' button for each blog post, allowing users to view the full content. Each blog post on the listing page includes a 'Details' or 'Read more' link/button navigating to the full blog post page. The full page displays the complete 'Body' content (rich text with HTML support), title, publication date, tags, and a comments section (if 'Allow comments' is enabled for the post). The detail page uses an SEO-friendly URL. Preview functionality is available in the admin area for reviewing posts before publication."
REQ150,F152_Comments Section,"The system shall display the number of comments for each blog post and allow users to interact with posts. Each blog post on the listing page displays a comment count (e.g., '5 comment(s)'). On the full blog post page, the comments section shows all approved comments with commenter name, date, and comment text. Registered users (and optionally guests, if 'Allow guests to leave comments' is enabled) can submit new comments. Blog comments can require approval ('Blog comments must be approved') before appearing publicly. The store owner is notified of new comments if 'Notify about new blog comments' is enabled. CAPTCHA can be enabled for comment forms."
REQ151,F153_Tagging System,The system shall support blog post tags to help users filter and find relevant content. Blog posts support tags entered as comma-separated keywords in the 'Tags' field. Tags are displayed on the blog page sidebar as a tag cloud where the size of each tag is proportional to the number of posts associated with it. The 'Number of tags (cloud)' setting controls how many tags are shown. Clicking a tag filters the blog to show only posts with that tag. Tags help users discover related content and improve the blog's navigability. Tags are also useful for SEO as they create additional indexed pages.
REQ152,F154_Blog Archive,"The system shall provide a blog archive allowing users to browse posts by date. The Blog page includes a sidebar section showing a blog archive organized by month/year (e.g., 'January 2026', 'December 2025'). Clicking a month/year link filters the blog to display only posts published during that period. The archive provides a chronological navigation aid for visitors wanting to browse historical content. The archive automatically updates as new posts are published."
REQ153,F155_RSS Feed Subscription,"The system shall provide an RSS feed link to allow users to subscribe to blog updates. When 'Display blog RSS feed link in the browser address bar' is enabled in Blog settings, an RSS feed icon/link is displayed in the browser address bar and/or on the Blog page. The RSS feed provides a machine-readable format of blog posts that users can subscribe to using RSS reader applications (e.g., Feedly, Inoreader). The feed automatically updates when new blog posts are published, allowing subscribers to stay informed about new content without visiting the store directly. The RSS feed includes post titles, body overviews, publication dates, and links to full posts."
